Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
TP53_GOF	PAPSS1	PGBD4	0.269	0.120	0.150	0.002
TP53_GOF	PAPSS1	SWSAP1	0.167	0.275	-0.108	0.001
TP53_GOF	PAQR3	RELL2	0.212	0.328	-0.116	0.001
TP53_GOF	PAQR3	SMARCD2	0.122	0.248	-0.126	0.002
TP53_GOF	PAQR3	SMIM7	0.294	0.406	-0.112	0.002
TP53_GOF	PAQR3	TSSK6	0.180	0.283	-0.103	0.002
TP53_GOF	PAQR3	USP4	0.181	0.345	-0.164	0.000
TP53_GOF	PAQR7	PPT1	0.144	0.267	-0.123	0.001
TP53_GOF	PARD6G	PHLDA2	0.148	0.264	-0.116	0.000
TP53_GOF	PARD6G	TMEM120B	0.150	0.255	-0.104	0.002
TP53_GOF	PARD6G	TMEM97	0.145	0.277	-0.131	0.001
TP53_GOF	PARK7	RELT	0.144	0.248	-0.104	0.000
TP53_GOF	PARL	RPUSD4	0.150	0.259	-0.109	0.000
TP53_GOF	PARP10	PPM1M	0.158	0.278	-0.120	0.001
TP53_GOF	PARP10	RNF151	0.149	0.254	-0.105	0.001
TP53_GOF	PARPBP	SCPEP1	0.155	0.258	-0.104	0.001
TP53_GOF	PARPBP	SHKBP1	0.168	0.285	-0.116	0.001
TP53_GOF	PARPBP	SLC9A3R1	0.246	0.348	-0.102	0.001
TP53_GOF	PARPBP	TRHDE	0.302	0.190	0.112	0.000
TP53_GOF	PARVG	PFKM	0.186	0.293	-0.107	0.000
TP53_GOF	PAX1	TLE5	0.106	0.249	-0.143	0.002
TP53_GOF	PAXIP1	PDS5A	0.144	0.248	-0.103	0.001
TP53_GOF	PBK	RHOQ	0.163	0.264	-0.101	0.001
TP53_GOF	PC	POTEF	0.190	0.326	-0.136	0.002
TP53_GOF	PCBP3	SYNPR	0.139	0.254	-0.115	0.000
TP53_GOF	PCDH10	SETD7	0.124	0.277	-0.153	0.000
TP53_GOF	PCDHA12	ZKSCAN1	0.155	0.299	-0.144	0.002
TP53_GOF	PCDHA2	THOC1	0.244	0.345	-0.101	0.001
TP53_GOF	PCDHA3	PROK1	0.154	0.258	-0.105	0.000
TP53_GOF	PCDHA3	SLC9A3R1	0.188	0.288	-0.100	0.000
TP53_GOF	PCDHA3	USP2	0.137	0.251	-0.113	0.000
TP53_GOF	PCDHA8	PRKCB	0.221	0.339	-0.118	0.000
TP53_GOF	PCDHA8	RHOQ	0.185	0.289	-0.105	0.000
TP53_GOF	PCDHA8	RNF167	0.211	0.343	-0.132	0.000
TP53_GOF	PCDHA8	WDFY1	0.156	0.272	-0.115	0.001
TP53_GOF	PCDHB10	UPP2	0.177	0.291	-0.114	0.000
TP53_GOF	PCDHB10	VNN1	0.159	0.273	-0.114	0.001
TP53_GOF	PCDHB5	POLR2F	0.135	0.252	-0.117	0.001
TP53_GOF	PCDHB6	UPP2	0.156	0.269	-0.113	0.001
TP53_GOF	PCDHB7	ZNF71	0.170	0.276	-0.106	0.001
TP53_GOF	PCDHGA10	ZNF35	0.180	0.281	-0.101	0.001
TP53_GOF	PCDHGA5	RIPOR2	0.138	0.258	-0.120	0.001
TP53_GOF	PCDHGC3	POU3F2	0.163	0.279	-0.116	0.002
TP53_GOF	PCDHGC3	WDR13	0.150	0.280	-0.129	0.002
TP53_GOF	PCED1B	PHKA2	0.174	0.289	-0.115	0.002
TP53_GOF	PCED1B	PSEN1	0.145	0.249	-0.104	0.000
TP53_GOF	PCED1B	SH2D3A	0.154	0.254	-0.100	0.002
TP53_GOF	PCED1B	TRAF3IP2	0.197	0.299	-0.102	0.000
TP53_GOF	PCGF5	SP100	0.172	0.273	-0.101	0.001
TP53_GOF	PCID2	TMEM14C	0.330	0.227	0.103	0.000
TP53_GOF	PCID2	TP53RK	0.132	0.265	-0.134	0.000
TP53_GOF	PCID2	ZNF169	0.256	0.138	0.117	0.001
TP53_GOF	PCMT1	RHOQ	0.247	0.354	-0.107	0.001
TP53_GOF	PCMT1	SLC27A2	0.178	0.332	-0.154	0.001
TP53_GOF	PCMTD1	POLM	0.197	0.305	-0.108	0.002
TP53_GOF	PCMTD2	RHOBTB2	0.163	0.281	-0.118	0.002
TP53_GOF	PCMTD2	TMEM205	0.239	0.342	-0.102	0.001
TP53_GOF	PCMTD2	UMODL1	0.182	0.288	-0.106	0.001
TP53_GOF	PCMTD2	ZDHHC2	0.191	0.303	-0.111	0.000
TP53_GOF	PCSK9	RPAIN	0.134	0.250	-0.116	0.000
TP53_GOF	PCSK9	TMIGD1	0.145	0.250	-0.106	0.002
TP53_GOF	PCTP	SAV1	0.162	0.274	-0.112	0.001
TP53_GOF	PCTP	SEC16B	0.136	0.256	-0.119	0.000
TP53_GOF	PCYT1A	PSD2	0.164	0.267	-0.103	0.001
TP53_GOF	PCYT1A	SNRPB	0.184	0.285	-0.101	0.000
TP53_GOF	PCYT1A	SPATA31A3	0.188	0.289	-0.101	0.000
TP53_GOF	PCYT1A	TRPM7	0.167	0.267	-0.100	0.000
TP53_GOF	PCYT2	SLC25A26	0.153	0.260	-0.108	0.001
TP53_GOF	PDCD2	UHMK1	0.145	0.264	-0.119	0.000
TP53_GOF	PDCD6	RUSC1	0.140	0.250	-0.110	0.000
TP53_GOF	PDCD6	SERHL2	0.137	0.256	-0.119	0.000
TP53_GOF	PDCD6	TTLL11	0.162	0.268	-0.107	0.001
TP53_GOF	PDCD6IP	RASD2	0.162	0.266	-0.105	0.002
TP53_GOF	PDCD6IP	SIGMAR1	0.149	0.261	-0.112	0.000
TP53_GOF	PDCD6IP	TINF2	0.154	0.264	-0.110	0.000
TP53_GOF	PDCD6IP	UHMK1	0.207	0.311	-0.104	0.001
TP53_GOF	PDCL3	VARS1	0.170	0.271	-0.100	0.002
TP53_GOF	PDCL3	WDR59	0.155	0.265	-0.110	0.000
TP53_GOF	PDE11A	TRAPPC11	0.178	0.281	-0.102	0.001
TP53_GOF	PDE1C	S100A5	0.275	0.167	0.108	0.001
TP53_GOF	PDE3A	RNASEH1	0.118	0.249	-0.131	0.001
TP53_GOF	PDE6G	RRP9	0.127	0.249	-0.122	0.000
TP53_GOF	PDF	PHLDA2	0.137	0.248	-0.110	0.001
TP53_GOF	PDF	TYMP	0.150	0.250	-0.100	0.002
TP53_GOF	PDF	YARS2	0.149	0.258	-0.109	0.000
TP53_GOF	PDGFA	PLBD2	0.173	0.273	-0.100	0.001
TP53_GOF	PDGFB	TCHP	0.248	0.372	-0.124	0.002
TP53_GOF	PDIA4	RAB36	0.158	0.275	-0.117	0.002
TP53_GOF	PDIK1L	POTEI	0.147	0.259	-0.113	0.000
TP53_GOF	PDK1	POLR2H	0.164	0.269	-0.105	0.000
TP53_GOF	PDK3	SLC17A3	0.155	0.285	-0.129	0.001
TP53_GOF	PDLIM3	PFN1	0.147	0.253	-0.107	0.000
TP53_GOF	PDLIM3	TMTC1	0.150	0.252	-0.101	0.001
TP53_GOF	PDP2	RBM34	0.206	0.314	-0.108	0.000
TP53_GOF	PDP2	RNF138	0.181	0.294	-0.113	0.000
TP53_GOF	PDP2	SSR1	0.142	0.260	-0.117	0.000
TP53_GOF	PDP2	TRIM61	0.255	0.378	-0.123	0.001
TP53_GOF	PDPN	UBE2U	0.180	0.286	-0.106	0.000
TP53_GOF	PDS5B	TRNT1	0.277	0.384	-0.107	0.000
TP53_GOF	PDS5B	UFC1	0.271	0.381	-0.110	0.000
TP53_GOF	PDS5B	ZNF213	0.205	0.320	-0.115	0.000
TP53_GOF	PDSS1	SDHD	0.186	0.319	-0.133	0.000
TP53_GOF	PDSS2	SDHD	0.235	0.335	-0.100	0.002
TP53_GOF	PDXK	TBCK	0.150	0.262	-0.112	0.000
TP53_GOF	PDYN	PIK3C3	0.273	0.163	0.109	0.000
TP53_GOF	PDYN	TMEM14C	0.248	0.148	0.101	0.000
TP53_GOF	PDZD2	THNSL2	0.139	0.251	-0.111	0.000
TP53_GOF	PDZD4	SLC25A13	0.199	0.308	-0.109	0.002
TP53_GOF	PDZD4	ZDHHC14	0.222	0.362	-0.140	0.000
TP53_GOF	PDZD9	PSMA5	0.160	0.279	-0.118	0.000
TP53_GOF	PDZD9	SULT1E1	0.169	0.277	-0.108	0.002
TP53_GOF	PDZK1IP1	SIGLEC1	0.166	0.276	-0.110	0.001
TP53_GOF	PELO	TPK1	0.132	0.250	-0.118	0.001
TP53_GOF	PEPD	RNASE11	0.151	0.253	-0.102	0.000
TP53_GOF	PERP	RAB18	0.149	0.249	-0.100	0.002
TP53_GOF	PERP	RABL3	0.168	0.290	-0.122	0.001
TP53_GOF	PEX10	SCP2	0.309	0.178	0.131	0.002
TP53_GOF	PEX14	SERPIND1	0.105	0.249	-0.144	0.000
TP53_GOF	PEX7	RUNX1	0.163	0.271	-0.108	0.002
TP53_GOF	PEX7	TMEM143	0.262	0.142	0.119	0.001
TP53_GOF	PFAS	YRDC	0.373	0.257	0.116	0.000
TP53_GOF	PFDN1	ZGRF1	0.153	0.257	-0.104	0.000
TP53_GOF	PFDN6	SRSF2	0.138	0.250	-0.112	0.001
TP53_GOF	PFKFB1	SLC10A3	0.146	0.261	-0.115	0.000
TP53_GOF	PFKFB4	PMS2	0.144	0.248	-0.103	0.002
TP53_GOF	PFKFB4	PTGES2	0.155	0.262	-0.107	0.001
TP53_GOF	PFKM	PRR30	0.245	0.345	-0.100	0.000
TP53_GOF	PFKM	SLC16A5	0.187	0.302	-0.115	0.000
TP53_GOF	PFKM	WDR12	0.163	0.267	-0.103	0.001
TP53_GOF	PFKM	ZNF619	0.176	0.293	-0.117	0.001
TP53_GOF	PFN2	TP53RK	0.114	0.250	-0.136	0.000
TP53_GOF	PFN4	RAB11A	0.268	0.150	0.118	0.001
TP53_GOF	PGAM1	PRAMEF11	0.185	0.302	-0.117	0.000
TP53_GOF	PGAM1	PSG5	0.141	0.261	-0.120	0.000
TP53_GOF	PGAM1	ZNF93	0.203	0.305	-0.102	0.001
TP53_GOF	PGAM5	UBQLN2	0.191	0.301	-0.110	0.000
TP53_GOF	PGAP2	SHFL	0.127	0.249	-0.122	0.002
TP53_GOF	PGBD4	SATB1	0.159	0.271	-0.112	0.002
TP53_GOF	PGBD4	SLC7A6OS	0.304	0.199	0.104	0.001
TP53_GOF	PGBD4	SLIRP	0.430	0.315	0.115	0.001
TP53_GOF	PGBD4	THAP2	0.475	0.279	0.196	0.001
TP53_GOF	PGGT1B	VARS1	0.182	0.282	-0.101	0.001
TP53_GOF	PGK2	TMEM155	0.149	0.279	-0.129	0.000
TP53_GOF	PGK2	VPS37A	0.103	0.249	-0.145	0.000
TP53_GOF	PGLS	TOMM70	0.236	0.366	-0.129	0.000
TP53_GOF	PGLYRP3	RFESD	0.201	0.305	-0.104	0.000
TP53_GOF	PGLYRP3	SLC52A1	0.149	0.256	-0.107	0.000
TP53_GOF	PGLYRP3	ZNF490	0.194	0.307	-0.112	0.000
TP53_GOF	PGM1	SLC2A12	0.142	0.258	-0.116	0.001
TP53_GOF	PGM2	PTDSS1	0.147	0.260	-0.113	0.000
TP53_GOF	PGM2	ZNF747	0.239	0.343	-0.104	0.000
TP53_GOF	PHB	PTPRC	0.343	0.450	-0.108	0.000
TP53_GOF	PHB	SGO1	0.175	0.305	-0.130	0.000
TP53_GOF	PHB	TAF1B	0.172	0.278	-0.105	0.000
TP53_GOF	PHB	TSEN2	0.144	0.300	-0.156	0.000
TP53_GOF	PHB	ZNF345	0.146	0.258	-0.112	0.001
TP53_GOF	PHB	ZNF534	0.158	0.259	-0.101	0.002
TP53_GOF	PHB2	PRC1	0.286	0.388	-0.102	0.000
TP53_GOF	PHB2	SNRPB	0.165	0.265	-0.100	0.002
TP53_GOF	PHB2	TP53BP1	0.175	0.292	-0.116	0.000
TP53_GOF	PHB2	TUBGCP2	0.203	0.315	-0.112	0.000
TP53_GOF	PHB2	VPS16	0.211	0.313	-0.102	0.002
TP53_GOF	PHETA2	RND1	0.212	0.347	-0.135	0.000
TP53_GOF	PHETA2	TRAPPC11	0.209	0.322	-0.113	0.001
TP53_GOF	PHF5A	TMEM215	0.147	0.255	-0.109	0.000
TP53_GOF	PHF5A	TOP1	0.125	0.257	-0.131	0.000
TP53_GOF	PHF5A	ZNF830	0.209	0.310	-0.100	0.002
TP53_GOF	PHKA1	PSG5	0.254	0.120	0.134	0.000
TP53_GOF	PHKG2	RPS6KC1	0.144	0.255	-0.111	0.001
TP53_GOF	PHKG2	RTL8B	0.261	0.376	-0.115	0.001
TP53_GOF	PHKG2	SYNGR1	0.179	0.282	-0.103	0.001
TP53_GOF	PHKG2	TIGD4	0.233	0.355	-0.122	0.002
TP53_GOF	PHKG2	TMEM154	0.204	0.331	-0.127	0.002
TP53_GOF	PHKG2	UBN2	0.174	0.294	-0.120	0.001
TP53_GOF	PHLDA1	SELENOH	0.152	0.257	-0.105	0.001
TP53_GOF	PHLDA2	RPA2	0.121	0.249	-0.128	0.001
TP53_GOF	PHLDA2	SIGMAR1	0.164	0.284	-0.120	0.000
TP53_GOF	PHLDA2	UBE2O	0.212	0.336	-0.124	0.002
TP53_GOF	PHLDA2	WDR54	0.158	0.275	-0.117	0.001
TP53_GOF	PHLDA2	ZNF346	0.168	0.284	-0.117	0.000
TP53_GOF	PHLDA2	ZNF747	0.158	0.268	-0.111	0.000
TP53_GOF	PHLDA2	ZNRF2	0.164	0.267	-0.103	0.001
TP53_GOF	PHLDA2	ZSWIM7	0.217	0.363	-0.146	0.000
TP53_GOF	PHLDB1	RILPL2	0.246	0.351	-0.105	0.000
TP53_GOF	PHOX2A	TBX21	0.159	0.275	-0.117	0.001
TP53_GOF	PHPT1	SLC4A1AP	0.132	0.275	-0.142	0.000
TP53_GOF	PHPT1	TMEM38A	0.169	0.285	-0.116	0.001
TP53_GOF	PHYKPL	PI4K2A	0.171	0.286	-0.115	0.001
TP53_GOF	PHYKPL	RPS6KC1	0.225	0.352	-0.127	0.001
TP53_GOF	PHYKPL	SNTB2	0.175	0.313	-0.138	0.000
TP53_GOF	PHYKPL	TM6SF2	0.198	0.302	-0.104	0.000
TP53_GOF	PHYKPL	TMEM176B	0.178	0.303	-0.125	0.002
TP53_GOF	PHYKPL	TRIM61	0.227	0.335	-0.108	0.002
TP53_GOF	PHYKPL	TYMP	0.125	0.251	-0.126	0.001
TP53_GOF	PHYKPL	ZMYM2	0.154	0.271	-0.117	0.001
TP53_GOF	PHYKPL	ZNF747	0.200	0.301	-0.101	0.000
TP53_GOF	PI4K2A	TRPM4	0.130	0.253	-0.123	0.000
TP53_GOF	PI4K2A	TWISTNB	0.157	0.265	-0.108	0.000
TP53_GOF	PI4K2A	UBAP2	0.182	0.305	-0.123	0.001
TP53_GOF	PI4K2A	VCPKMT	0.237	0.358	-0.121	0.001
TP53_GOF	PI4K2A	YWHAB	0.189	0.292	-0.102	0.001
TP53_GOF	PI4K2B	UQCRC1	0.140	0.295	-0.155	0.000
TP53_GOF	PI4KB	PPCS	0.204	0.316	-0.112	0.000
TP53_GOF	PICALM	STEAP3	0.272	0.165	0.107	0.002
TP53_GOF	PICALM	TFRC	0.359	0.239	0.120	0.000
TP53_GOF	PIGF	QDPR	0.151	0.257	-0.106	0.000
TP53_GOF	PIGK	TRAM2	0.150	0.255	-0.105	0.001
TP53_GOF	PIGL	SLC25A31	0.121	0.273	-0.151	0.000
TP53_GOF	PIGM	UHMK1	0.159	0.262	-0.102	0.000
TP53_GOF	PIGR	RBMX2	0.207	0.319	-0.113	0.000
TP53_GOF	PIGS	PRX	0.202	0.309	-0.107	0.000
TP53_GOF	PIGS	SCAPER	0.147	0.258	-0.111	0.000
TP53_GOF	PIGX	PRKAB2	0.144	0.259	-0.116	0.000
TP53_GOF	PIGY	RAB11A	0.190	0.299	-0.109	0.002
TP53_GOF	PIGY	ZCCHC4	0.150	0.282	-0.132	0.000
TP53_GOF	PIH1D1	RBFA	0.172	0.300	-0.128	0.001
TP53_GOF	PIK3CA	TRIM9	0.161	0.278	-0.118	0.001
TP53_GOF	PIK3R2	TRAPPC4	0.133	0.252	-0.118	0.002
TP53_GOF	PIK3R3	SP2	0.126	0.250	-0.124	0.000
TP53_GOF	PIK3R4	ZNF546	0.155	0.256	-0.101	0.001
TP53_GOF	PIM2	RAB13	0.131	0.253	-0.122	0.001
TP53_GOF	PIP	VAC14	0.133	0.250	-0.117	0.000
TP53_GOF	PIP4P1	TRIM65	0.175	0.286	-0.111	0.000
TP53_GOF	PIP4P2	PTGFR	0.162	0.270	-0.108	0.000
TP53_GOF	PIP5K1A	SEMA6C	0.225	0.335	-0.110	0.000
TP53_GOF	PIPOX	SLC4A5	0.178	0.294	-0.117	0.002
TP53_GOF	PITX3	RYR2	0.167	0.278	-0.112	0.002
TP53_GOF	PIWIL2	RWDD1	0.251	0.141	0.111	0.001
TP53_GOF	PIWIL2	TAS2R50	0.294	0.150	0.143	0.000
TP53_GOF	PKD1	SLC2A12	0.150	0.250	-0.100	0.001
TP53_GOF	PKN1	SDCCAG8	0.159	0.259	-0.100	0.002
TP53_GOF	PKP1	TBC1D24	0.191	0.347	-0.156	0.000
TP53_GOF	PKP2	PPM1M	0.168	0.273	-0.104	0.001
TP53_GOF	PKP3	SPACA9	0.150	0.280	-0.130	0.000
TP53_GOF	PKP3	TMEM260	0.148	0.282	-0.133	0.000
TP53_GOF	PKP3	WDR38	0.132	0.255	-0.122	0.000
TP53_GOF	PKP3	WNT9B	0.133	0.254	-0.121	0.000
TP53_GOF	PKP3	ZFPL1	0.143	0.249	-0.106	0.002
TP53_GOF	PLA2G10	SMIM10	0.141	0.249	-0.108	0.002
TP53_GOF	PLA2G12B	TBC1D24	0.110	0.294	-0.184	0.000
TP53_GOF	PLA2G12B	ZNF175	0.110	0.261	-0.150	0.000
TP53_GOF	PLA2G2D	TRAPPC11	0.161	0.282	-0.121	0.000
TP53_GOF	PLA2G3	ZDHHC19	0.149	0.276	-0.126	0.000
TP53_GOF	PLA2G4C	SYT7	0.166	0.273	-0.106	0.002
TP53_GOF	PLA2G4D	SNAP91	0.152	0.275	-0.122	0.002
TP53_GOF	PLA2G6	USP4	0.121	0.259	-0.137	0.000
TP53_GOF	PLAAT3	ZNF74	0.153	0.259	-0.106	0.000
TP53_GOF	PLAC8L1	PLEKHB2	0.131	0.248	-0.116	0.001
TP53_GOF	PLAU	RASL12	0.142	0.289	-0.146	0.000
TP53_GOF	PLD1	RTL10	0.184	0.303	-0.119	0.001
TP53_GOF	PLD2	SIAH3	0.213	0.314	-0.100	0.000
TP53_GOF	PLD2	ZHX3	0.155	0.264	-0.109	0.000
TP53_GOF	PLD4	TPST1	0.158	0.291	-0.134	0.000
TP53_GOF	PLEC	PSMC2	0.162	0.276	-0.114	0.000
TP53_GOF	PLEC	SNX33	0.132	0.262	-0.130	0.000
TP53_GOF	PLEC	ZFAND2B	0.179	0.287	-0.109	0.001
TP53_GOF	PLEKHA6	PRELID1	0.178	0.283	-0.105	0.001
TP53_GOF	PLEKHB2	TIGD6	0.179	0.306	-0.127	0.000
TP53_GOF	PLEKHF1	TGM3	0.180	0.288	-0.108	0.002
TP53_GOF	PLG	PSMA1	0.244	0.364	-0.120	0.000
TP53_GOF	PLG	RBM22	0.155	0.285	-0.130	0.000
TP53_GOF	PLG	SACM1L	0.225	0.328	-0.104	0.000
TP53_GOF	PLG	UCN2	0.250	0.351	-0.101	0.000
TP53_GOF	PLGRKT	RLN2	0.288	0.177	0.112	0.001
TP53_GOF	PLIN3	TASP1	0.123	0.256	-0.132	0.000
TP53_GOF	PLIN3	WDR54	0.208	0.312	-0.105	0.000
TP53_GOF	PLK4	TCOF1	0.159	0.272	-0.113	0.000
TP53_GOF	PLOD2	PSPN	0.146	0.252	-0.106	0.002
TP53_GOF	PLP1	TMEM237	0.135	0.249	-0.114	0.000
TP53_GOF	PLPP2	SGPP1	0.157	0.293	-0.136	0.000
TP53_GOF	PLPPR3	SIGMAR1	0.194	0.313	-0.119	0.001
TP53_GOF	PLPPR3	TRMT12	0.144	0.264	-0.120	0.000
TP53_GOF	PLPPR3	TYMP	0.169	0.335	-0.166	0.002
TP53_GOF	PLRG1	RNF148	0.199	0.302	-0.103	0.000
TP53_GOF	PLRG1	RPTOR	0.268	0.160	0.108	0.001
TP53_GOF	PLRG1	UBA2	0.252	0.143	0.110	0.002
TP53_GOF	PLXNA2	TRAIP	0.160	0.281	-0.121	0.000
TP53_GOF	PLXNB1	STEAP2	0.158	0.260	-0.102	0.002
TP53_GOF	PM20D1	RNF183	0.148	0.271	-0.123	0.000
TP53_GOF	PM20D2	SNX1	0.123	0.248	-0.124	0.001
TP53_GOF	PMF1	TMEM38B	0.175	0.295	-0.120	0.002
TP53_GOF	PMP22	TMEM115	0.153	0.262	-0.109	0.000
TP53_GOF	PMPCA	SKP1	0.172	0.281	-0.110	0.000
TP53_GOF	PMPCA	TTK	0.211	0.315	-0.103	0.001
TP53_GOF	PMPCB	RASL11A	0.182	0.287	-0.105	0.001
TP53_GOF	PMPCB	SLC14A1	0.143	0.248	-0.105	0.000
TP53_GOF	PMS2	RELT	0.157	0.259	-0.101	0.001
TP53_GOF	PMS2	TYRO3	0.184	0.297	-0.113	0.000
TP53_GOF	PMVK	PTPMT1	0.307	0.411	-0.104	0.000
TP53_GOF	PMVK	RTN4IP1	0.160	0.261	-0.101	0.001
TP53_GOF	PNISR	ZNF382	0.143	0.256	-0.114	0.000
TP53_GOF	PNISR	ZNF383	0.230	0.339	-0.109	0.000
TP53_GOF	PNKD	TYRO3	0.219	0.326	-0.107	0.001
TP53_GOF	PNKD	ZNF174	0.208	0.322	-0.114	0.001
TP53_GOF	PNKP	POLD1	0.266	0.158	0.108	0.002
TP53_GOF	PNKP	UBA2	0.259	0.114	0.144	0.000
TP53_GOF	PNMA3	RPS10	0.148	0.258	-0.110	0.000
TP53_GOF	PNMT	SYNJ1	0.197	0.319	-0.122	0.001
TP53_GOF	PNPO	TEDC2	0.153	0.259	-0.106	0.000
TP53_GOF	PNPT1	SDHD	0.183	0.293	-0.110	0.001
TP53_GOF	PODXL2	TRIM29	0.176	0.281	-0.104	0.001
TP53_GOF	POLA2	SCN2A	0.118	0.264	-0.146	0.000
TP53_GOF	POLA2	TIGD4	0.248	0.368	-0.119	0.002
TP53_GOF	POLA2	TREML2	0.214	0.327	-0.113	0.001
TP53_GOF	POLB	REX1BD	0.146	0.284	-0.138	0.000
TP53_GOF	POLB	SLC25A18	0.135	0.251	-0.116	0.000
TP53_GOF	POLB	SLC27A2	0.129	0.253	-0.124	0.001
TP53_GOF	POLB	ZNF227	0.146	0.249	-0.104	0.000
TP53_GOF	POLD1	TMTC1	0.157	0.285	-0.128	0.001
TP53_GOF	POLD1	ZC3H4	0.190	0.313	-0.123	0.000
TP53_GOF	POLD2	RCSD1	0.150	0.254	-0.104	0.000
TP53_GOF	POLD2	TPRG1	0.139	0.255	-0.115	0.000
TP53_GOF	POLE	ZNF236	0.289	0.188	0.100	0.000
TP53_GOF	POLG	SDHD	0.154	0.277	-0.123	0.000
TP53_GOF	POLG2	SDHD	0.148	0.274	-0.127	0.000
TP53_GOF	POLM	ROCK2	0.144	0.253	-0.109	0.002
TP53_GOF	POLM	ZNF330	0.149	0.272	-0.123	0.000
TP53_GOF	POLR1A	TOMM22	0.151	0.265	-0.114	0.000
TP53_GOF	POLR1B	STXBP1	0.213	0.327	-0.114	0.000
TP53_GOF	POLR1B	TMEM174	0.179	0.283	-0.105	0.000
TP53_GOF	POLR1E	YIPF3	0.213	0.347	-0.133	0.000
TP53_GOF	POLR2B	TOP3A	0.200	0.302	-0.101	0.002
TP53_GOF	POLR2D	TP53	0.165	0.272	-0.108	0.000
TP53_GOF	POLR2F	SAP25	0.170	0.272	-0.103	0.001
TP53_GOF	POLR2F	TFF1	0.160	0.263	-0.103	0.001
TP53_GOF	POLR2F	ZNF490	0.159	0.284	-0.124	0.000
TP53_GOF	POLR2H	POTEF	0.220	0.333	-0.113	0.001
TP53_GOF	POLR2H	PSMA2	0.224	0.324	-0.100	0.000
TP53_GOF	POLR2H	RANGAP1	0.206	0.313	-0.107	0.001
TP53_GOF	POLR2H	RBMX2	0.219	0.324	-0.105	0.002
TP53_GOF	POLR2H	SFTPA2	0.187	0.286	-0.100	0.000
TP53_GOF	POLR2H	SPC25	0.200	0.309	-0.109	0.002
TP53_GOF	POLR2H	SUPT6H	0.176	0.301	-0.125	0.001
TP53_GOF	POLR2H	TRAPPC3	0.207	0.322	-0.115	0.000
TP53_GOF	POLR2H	UBE2L3	0.168	0.288	-0.120	0.000
TP53_GOF	POLR2H	UPF1	0.294	0.413	-0.118	0.000
TP53_GOF	POLR2I	SYMPK	0.141	0.251	-0.110	0.000
TP53_GOF	POLR3A	PWWP2B	0.182	0.297	-0.114	0.002
TP53_GOF	POLR3B	PRR23C	0.194	0.301	-0.107	0.000
TP53_GOF	POLR3B	SPDL1	0.371	0.477	-0.106	0.000
TP53_GOF	POLR3F	RRP9	0.202	0.321	-0.119	0.001
TP53_GOF	POM121C	RBIS	0.132	0.262	-0.130	0.000
TP53_GOF	POM121C	RPL28	0.187	0.288	-0.101	0.002
TP53_GOF	POM121C	RRP1	0.315	0.428	-0.113	0.000
TP53_GOF	POM121C	SNRPG	0.217	0.325	-0.108	0.000
TP53_GOF	POM121C	UTP6	0.295	0.398	-0.103	0.001
TP53_GOF	POMC	PPP1R10	0.155	0.257	-0.102	0.001
TP53_GOF	POMK	SLC35G1	0.117	0.249	-0.132	0.000
TP53_GOF	POMP	TRPV1	0.265	0.369	-0.104	0.001
TP53_GOF	POMZP3	ZC3H4	0.169	0.273	-0.104	0.001
TP53_GOF	PON1	SULT1C2	0.142	0.262	-0.120	0.001
TP53_GOF	PORCN	PRIMA1	0.138	0.275	-0.138	0.000
TP53_GOF	PORCN	SORBS3	0.137	0.268	-0.132	0.000
TP53_GOF	PORCN	UBL7	0.159	0.295	-0.135	0.001
TP53_GOF	PORCN	ZNF445	0.104	0.249	-0.145	0.001
TP53_GOF	POT1	ZCRB1	0.312	0.412	-0.100	0.000
TP53_GOF	POT1	ZNHIT1	0.234	0.338	-0.103	0.000
TP53_GOF	POTEE	SPATA31A3	0.308	0.410	-0.102	0.000
TP53_GOF	POTEE	SRSF1	0.254	0.371	-0.118	0.000
TP53_GOF	POTEF	U2AF2	0.270	0.370	-0.100	0.001
TP53_GOF	POTEG	ZC3H4	0.130	0.255	-0.125	0.000
TP53_GOF	POU1F1	RPL6	0.156	0.272	-0.116	0.001
TP53_GOF	POU2AF1	SMAD7	0.300	0.476	-0.176	0.000
TP53_GOF	POU3F2	UTS2B	0.222	0.346	-0.124	0.001
TP53_GOF	POU4F3	THBD	0.135	0.259	-0.124	0.000
TP53_GOF	POU5F2	PPP1R32	0.178	0.280	-0.102	0.001
TP53_GOF	POU6F2	SAMD13	0.196	0.300	-0.104	0.002
TP53_GOF	PPA2	PSMG3	0.165	0.276	-0.111	0.001
TP53_GOF	PPA2	SCAP	0.202	0.307	-0.105	0.000
TP53_GOF	PPA2	SDHD	0.199	0.306	-0.107	0.000
TP53_GOF	PPA2	SEPHS2	0.153	0.255	-0.102	0.000
TP53_GOF	PPA2	TMEM222	0.152	0.255	-0.103	0.001
TP53_GOF	PPA2	TRIM61	0.196	0.311	-0.115	0.000
TP53_GOF	PPA2	ZMYM4	0.145	0.256	-0.111	0.000
TP53_GOF	PPAN	RPTOR	0.298	0.166	0.132	0.002
TP53_GOF	PPARGC1B	TBC1D28	0.155	0.274	-0.119	0.000
TP53_GOF	PPARGC1B	TICAM2	0.271	0.171	0.101	0.001
TP53_GOF	PPARGC1B	TRPV2	0.126	0.257	-0.131	0.000
TP53_GOF	PPARGC1B	UQCRH	0.376	0.258	0.118	0.002
