Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
Suspension	MLLT10	TCF3	0.261	0.131	0.130	0.000
Suspension	MPDU1	PIM2	0.251	0.149	0.102	0.000
Suspension	MPL	TMEM125	0.141	0.289	-0.147	0.000
Suspension	MYB	PPCDC	0.272	0.155	0.118	0.000
Suspension	MYB	SIK3	0.281	0.174	0.107	0.000
Suspension	MYB	UMPS	0.333	0.194	0.138	0.000
Suspension	MYB	WSB1	0.344	0.238	0.106	0.000
Suspension	NAMPT	RUNX1	0.287	0.170	0.117	0.000
Suspension	NFKB1	PIM2	0.363	0.253	0.111	0.000
Suspension	NFKB1	PRDM1	0.299	0.117	0.182	0.000
Suspension	NFKB1	TCF3	0.303	0.172	0.131	0.000
Suspension	PAX5	SYK	0.398	0.269	0.130	0.000
Suspension	PAX5	TPK1	0.292	0.168	0.124	0.000
Suspension	PAX5	WAS	0.267	0.159	0.108	0.000
Suspension	PDK3	SPTSSB	0.281	0.180	0.101	0.000
Suspension	PIM2	POU2AF1	0.483	0.373	0.110	0.000
Suspension	PIM2	PRDM1	0.459	0.276	0.182	0.000
Suspension	PIM2	SMAD7	0.408	0.246	0.162	0.000
Suspension	PIM2	TCF3	0.460	0.317	0.143	0.000
Suspension	PIM2	UBALD2	0.255	0.105	0.151	0.000
Suspension	POU2AF1	PRDM1	0.455	0.281	0.174	0.000
Suspension	POU2AF1	ROCK1	0.263	0.161	0.101	0.000
Suspension	POU2AF1	SLC38A1	0.288	0.182	0.106	0.001
Suspension	POU2AF1	SMAD7	0.300	0.139	0.161	0.000
Suspension	POU2AF1	TCF3	0.517	0.283	0.234	0.000
Suspension	POU2AF1	TTC7A	0.253	0.095	0.157	0.000
Suspension	POU2AF1	YWHAQ	0.248	0.134	0.114	0.000
Suspension	PPCDC	SIK3	0.273	0.167	0.106	0.000
Suspension	PPCDC	TCF3	0.261	0.145	0.116	0.000
Suspension	PRDM1	RELB	0.267	0.124	0.143	0.000
Suspension	PRDM1	ROCK1	0.276	0.139	0.137	0.000
Suspension	PRDM1	SMAD7	0.346	0.102	0.245	0.000
Suspension	PRDM1	TCF3	0.441	0.160	0.281	0.000
Suspension	PRDM1	UBE2J1	0.255	0.131	0.124	0.000
Suspension	ROCK1	TCF3	0.260	0.121	0.139	0.000
Suspension	RUNX1	ZFPM1	0.253	0.146	0.107	0.000
Suspension	RUNX1	ZNF592	0.298	0.175	0.123	0.000
Suspension	SERTAD2	TCF3	0.275	0.147	0.128	0.000
Suspension	SH3GL1	TCF3	0.262	0.117	0.145	0.000
Suspension	SH3GL1	YWHAQ	0.250	0.135	0.115	0.000
Suspension	SMAD7	TCF3	0.392	0.214	0.178	0.000
Suspension	SUPT7L	TCF3	0.306	0.194	0.112	0.000
Suspension	TCF3	UBE2J1	0.254	0.150	0.104	0.000
Suspension	TCF3	ZMYND8	0.308	0.177	0.131	0.000
Suspension	TCF3	ZNF217	0.315	0.204	0.111	0.000
Suspension	TMEM164	TMEM189	0.431	0.323	0.108	0.000
Suspension	TPK1	WAS	0.249	0.133	0.116	0.000
TET2_LOF	AREL1	CLEC1A	0.292	0.151	0.140	0.000
TET2_LOF	SETD7	STMN3	0.251	0.151	0.100	0.001
TET2_LOF	SLC6A3	TBC1D1	0.285	0.177	0.108	0.000
TMPRSS7_LOF	EXTL2	TMEM99	0.264	0.159	0.105	0.001
TP53_LOF	ADAMTS14	IGSF5	0.153	0.255	-0.102	0.000
TP53_LOF	ADCY5	GJA3	0.300	0.405	-0.105	0.000
TP53_LOF	ADCY5	INTS9	0.134	0.250	-0.116	0.000
TP53_LOF	AGBL4	CRISP1	0.216	0.320	-0.104	0.000
TP53_LOF	AK3	SPINK9	0.235	0.335	-0.100	0.001
TP53_LOF	AMPD2	CADPS2	0.177	0.278	-0.101	0.000
TP53_LOF	ANKRD10	SMIM10	0.156	0.268	-0.112	0.001
TP53_LOF	ARHGAP45	CLEC3A	0.194	0.309	-0.116	0.000
TP53_LOF	ARHGAP45	LY96	0.152	0.252	-0.100	0.001
TP53_LOF	ARHGAP45	PHKB	0.239	0.347	-0.108	0.000
TP53_LOF	ARHGAP45	SPI1	0.146	0.270	-0.124	0.000
TP53_LOF	ATXN7L1	CHKA	0.142	0.250	-0.108	0.000
TP53_LOF	BANK1	HSD17B14	0.263	0.117	0.146	0.000
TP53_LOF	BHLHE23	MANBA	0.154	0.275	-0.122	0.000
TP53_LOF	BHLHE23	RHOF	0.151	0.264	-0.113	0.000
TP53_LOF	C1orf210	CYP4B1	0.265	0.154	0.111	0.001
TP53_LOF	C4orf48	TBXA2R	0.267	0.056	0.211	0.001
TP53_LOF	C9orf129	CAPZB	0.166	0.266	-0.100	0.000
TP53_LOF	CARS1	TRAT1	0.176	0.282	-0.106	0.000
TP53_LOF	CCDC14	CKS2	0.170	0.269	-0.100	0.000
TP53_LOF	CCDC171	FAM47C	0.183	0.286	-0.103	0.000
TP53_LOF	CCDC61	ERG28	0.166	0.270	-0.104	0.000
TP53_LOF	CD8B	CRISP1	0.302	0.412	-0.109	0.000
TP53_LOF	CEACAM6	CHRNA10	0.146	0.257	-0.111	0.000
TP53_LOF	CFD	TNFRSF11A	0.174	0.289	-0.116	0.001
TP53_LOF	CLEC18A	ULK3	0.158	0.264	-0.106	0.000
TP53_LOF	CMPK2	SLC28A1	0.127	0.253	-0.126	0.000
TP53_LOF	CNR2	GCNT4	0.153	0.254	-0.101	0.000
TP53_LOF	CRISP1	DCT	0.194	0.297	-0.103	0.000
TP53_LOF	CRYAB	MTRNR2L6	0.227	0.328	-0.101	0.000
TP53_LOF	CXCL13	NPFFR1	0.143	0.255	-0.112	0.001
TP53_LOF	DCST2	EIF3H	0.164	0.273	-0.109	0.000
TP53_LOF	DCST2	MOK	0.274	0.386	-0.112	0.000
TP53_LOF	DCST2	PSAT1	0.232	0.332	-0.100	0.001
TP53_LOF	DCST2	RASD2	0.188	0.293	-0.105	0.000
TP53_LOF	DDX27	FBXW12	0.217	0.329	-0.112	0.000
TP53_LOF	DEFB127	HMGB3	0.202	0.307	-0.105	0.001
TP53_LOF	DUSP8	GCFC2	0.257	0.147	0.110	0.001
TP53_LOF	DUSP8	HSD17B14	0.250	0.105	0.145	0.000
TP53_LOF	DYNC1I2	PREB	0.374	0.484	-0.109	0.000
TP53_LOF	DYSF	PGF	0.248	0.092	0.156	0.000
TP53_LOF	EGFLAM	PGF	0.268	0.128	0.140	0.000
TP53_LOF	EPHX3	TTPAL	0.257	0.128	0.129	0.000
TP53_LOF	FAM47C	SYNGR1	0.279	0.179	0.100	0.001
TP53_LOF	FCAMR	RPL28	0.227	0.331	-0.104	0.000
TP53_LOF	FCAMR	SLC28A1	0.245	0.398	-0.153	0.000
TP53_LOF	FLT3	IRF8	0.228	0.348	-0.119	0.001
TP53_LOF	FN3K	ZNF845	0.149	0.248	-0.100	0.000
TP53_LOF	GALK2	RASGRP1	0.275	0.375	-0.100	0.000
TP53_LOF	GCSAML	MUC17	0.171	0.280	-0.110	0.001
TP53_LOF	GJB6	ZNF606	0.170	0.272	-0.102	0.000
TP53_LOF	GNG13	MINDY2	0.177	0.304	-0.126	0.000
TP53_LOF	GNG2	TAF7L	0.173	0.277	-0.104	0.000
TP53_LOF	GOLGA5	TBXA2R	0.276	0.092	0.184	0.000
TP53_LOF	GOLPH3L	SEC61A2	0.262	0.130	0.132	0.001
TP53_LOF	GOLPH3L	TRIM47	0.283	0.178	0.105	0.000
TP53_LOF	HAUS7	KIAA0586	0.169	0.276	-0.107	0.000
TP53_LOF	HP	SLC28A1	0.121	0.249	-0.127	0.000
TP53_LOF	HRAS	RNPC3	0.166	0.266	-0.100	0.000
TP53_LOF	HRAS	ZCCHC4	0.175	0.275	-0.100	0.000
TP53_LOF	HSPA1A	KRTAP10-10	0.190	0.291	-0.102	0.000
TP53_LOF	HSPA1A	TMEM240	0.240	0.340	-0.100	0.000
TP53_LOF	HSPA6	MFSD8	0.224	0.328	-0.104	0.000
TP53_LOF	HSPA6	TTC13	0.155	0.257	-0.102	0.000
TP53_LOF	IFNA17	SLC28A1	0.198	0.312	-0.114	0.000
TP53_LOF	IGFLR1	RCHY1	0.223	0.326	-0.102	0.000
TP53_LOF	KCNC1	ZNF845	0.141	0.252	-0.111	0.000
TP53_LOF	KDELR1	RPA2	0.325	0.426	-0.101	0.000
TP53_LOF	KDELR1	TSGA10	0.178	0.283	-0.106	0.000
TP53_LOF	KDELR1	TST	0.159	0.260	-0.101	0.000
TP53_LOF	KIF6	OR5B3	0.184	0.307	-0.123	0.000
TP53_LOF	KIF6	SLC48A1	0.277	0.157	0.120	0.000
TP53_LOF	KRTAP12-3	PARP3	0.209	0.310	-0.101	0.001
TP53_LOF	LCTL	TRMO	0.259	0.369	-0.110	0.001
TP53_LOF	LMNTD2	WDR83OS	0.165	0.266	-0.101	0.001
TP53_LOF	LRRC15	PACC1	0.238	0.343	-0.105	0.000
TP53_LOF	LUZP6	P2RY12	0.371	0.471	-0.100	0.000
TP53_LOF	MAMDC4	MT3	0.292	0.111	0.181	0.000
TP53_LOF	MAT2B	MRFAP1L1	0.184	0.296	-0.112	0.000
TP53_LOF	MCEMP1	NUP214	0.160	0.267	-0.107	0.000
TP53_LOF	MX1	OR2A7	0.155	0.255	-0.100	0.001
TP53_LOF	MYCL	PGAM5	0.167	0.267	-0.100	0.000
TP53_LOF	NCAPH	SLC28A1	0.199	0.318	-0.119	0.001
TP53_LOF	NCR3LG1	OLIG3	0.159	0.265	-0.105	0.000
TP53_LOF	NUGGC	OR5H1	0.186	0.293	-0.107	0.000
TP53_LOF	OR10A4	WIPF3	0.149	0.251	-0.102	0.000
TP53_LOF	OR8B3	PFDN6	0.166	0.274	-0.108	0.001
TP53_LOF	PELI2	TXNDC16	0.123	0.273	-0.150	0.000
TP53_LOF	PIK3R4	TRAPPC11	0.210	0.310	-0.100	0.000
TP53_LOF	PKIG	RTL8A	0.202	0.305	-0.103	0.001
TP53_LOF	PNKP	SLC35C1	0.259	0.368	-0.109	0.000
TP53_LOF	RABGGTB	SLC28A1	0.180	0.281	-0.101	0.000
TP53_LOF	RBM44	TAF7L	0.256	0.357	-0.100	0.000
TP53_LOF	RTN4R	TLL1	0.189	0.292	-0.103	0.000
TP53_LOF	SEC24B	ZNF729	0.150	0.253	-0.103	0.000
TP53_LOF	SLC28A1	TMSB15A	0.143	0.257	-0.113	0.000
TP53_LOF	SOX15	TCF25	0.129	0.267	-0.138	0.000
TP53_LOF	TRIM69	VWA8	0.253	0.151	0.102	0.000
TP53_LOF	TRMT61B	VMO1	0.251	0.149	0.102	0.000
TP53_LOF	WDR12	ZNF202	0.226	0.328	-0.102	0.001
TTF1_LOF	C11orf53	POU2F3	0.330	0.151	0.178	0.000
TTLL3_LOF	KCTD16	TCP11L1	0.262	0.104	0.158	0.001
TTN_LOF	CTNNB1	UBE2Z	0.351	0.242	0.108	0.000
TTN_LOF	DHRS4L2	OR1L6	0.302	0.182	0.119	0.000
TTN_LOF	DKK1	ZSWIM7	0.303	0.196	0.107	0.001
TTN_LOF	DNM1	TMEM38A	0.261	0.149	0.112	0.000
TTN_LOF	HNF1A	PCBD1	0.290	0.169	0.122	0.001
TTN_LOF	HNF1A	TCF7L2	0.282	0.165	0.117	0.001
TTN_LOF	IGFLR1	TMEM38A	0.272	0.172	0.100	0.000
TTN_LOF	KCNK12	NPTXR	0.260	0.161	0.100	0.000
TTN_LOF	LRRC73	TMEM38A	0.257	0.149	0.109	0.000
TTN_LOF	NPTXR	SECISBP2L	0.287	0.187	0.100	0.000
TTN_LOF	NPTXR	SLC12A3	0.287	0.158	0.129	0.000
TTN_LOF	NPTXR	ZSWIM7	0.333	0.230	0.102	0.001
TTN_LOF	PAQR3	TSGA10	0.253	0.134	0.119	0.000
TTN_LOF	PCDHGC3	TSGA10	0.285	0.179	0.106	0.001
TTN_LOF	RPL22L1	WRN	0.282	0.154	0.128	0.000
TTN_LOF	SIX6	STAT6	0.180	0.291	-0.111	0.000
TTN_LOF	STAT6	STXBP1	0.215	0.318	-0.102	0.001
UNC5C_LOF	HAND2	TFAP2B	0.252	0.152	0.100	0.000
UNC5C_LOF	HDAC2	ISL1	0.250	0.142	0.108	0.000
UNC5C_LOF	IL18	SERPINB7	0.286	0.178	0.108	0.000
UNC5C_LOF	ISL1	MYCN	0.463	0.288	0.175	0.000
UNC5C_LOF	ISL1	TFAP2B	0.350	0.189	0.162	0.000
UNC5C_LOF	MYCN	TFAP2B	0.312	0.155	0.156	0.000
UNC5C_LOF	P2RY12	RUNX2	0.292	0.185	0.107	0.000
VHL_LOF	EPAS1	TNFSF10	0.249	0.135	0.114	0.001
WDFY3_LOF	MAB21L1	PHOX2A	0.271	0.152	0.119	0.001
WDR36_LOF	CDC20B	IL18	0.273	0.167	0.106	0.000
WDR36_LOF	EXTL2	HARBI1	0.263	0.118	0.145	0.001
WSCD2_LOF	NEUROD1	OTX2	0.339	0.235	0.104	0.000
XIRP2_LOF	DLL1	MYOG	0.281	0.129	0.152	0.001
XIRP2_LOF	DLL1	PAX3	0.278	0.152	0.126	0.000
XIRP2_LOF	MYOG	SOX8	0.320	0.186	0.134	0.001
XIRP2_LOF	PAX3	ZBTB18	0.289	0.125	0.163	0.001
ZNF616_LOF	IL15RA	SH3BGRL	0.277	0.169	0.108	0.000
ZNF616_LOF	NUDT2	ZNF354B	0.270	0.164	0.106	0.001
ZNF616_LOF	OCEL1	STMN3	0.286	0.186	0.100	0.000
ZNF616_LOF	SUSD5	TMTC2	0.265	0.101	0.164	0.000
ZNF644_LOF	LMNTD1	TNPO2	0.251	0.026	0.224	0.001
ZNF649_LOF	HERPUD1	TCF3	0.359	0.259	0.100	0.000
b_cell	AK2	EBF1	0.265	0.156	0.110	0.000
b_cell	ALAS1	EBF1	0.331	0.186	0.145	0.000
b_cell	ALAS1	ITSN2	0.268	0.164	0.103	0.000
b_cell	ALAS1	PAX5	0.253	0.130	0.123	0.000
b_cell	ALAS1	TPK1	0.366	0.252	0.114	0.000
b_cell	ARHGAP45	PIK3CD	0.250	0.148	0.101	0.000
b_cell	ATIC	EBF1	0.273	0.167	0.106	0.000
b_cell	ATP6V0A2	MYB	0.267	0.150	0.118	0.000
b_cell	ATP6V0A2	PAX5	0.262	0.039	0.224	0.000
b_cell	ATP6V0A2	PIK3CD	0.286	0.182	0.103	0.000
b_cell	BCL6	CYB561A3	0.286	0.179	0.106	0.001
b_cell	BRIP1	EBF1	0.261	0.152	0.109	0.000
b_cell	CD19	CD81	0.366	0.191	0.175	0.000
b_cell	CD19	DOCK2	0.358	0.247	0.111	0.000
b_cell	CD19	EBF1	0.484	0.333	0.151	0.000
b_cell	CD19	PIK3CD	0.262	0.101	0.161	0.000
b_cell	CD19	SYK	0.520	0.304	0.216	0.000
b_cell	CD81	EBF1	0.402	0.282	0.120	0.000
b_cell	CD81	SYK	0.369	0.176	0.193	0.000
b_cell	DHODH	EBF1	0.293	0.134	0.158	0.000
b_cell	DHODH	MEF2C	0.268	0.130	0.138	0.000
b_cell	DHODH	PAX5	0.304	0.141	0.163	0.000
b_cell	DOCK2	RBPJ	0.248	0.143	0.105	0.000
b_cell	DOCK2	TPK1	0.300	0.184	0.116	0.000
b_cell	EBF1	ELOF1	0.263	0.143	0.120	0.000
b_cell	EBF1	EXOC6	0.249	0.127	0.123	0.000
b_cell	EBF1	GART	0.251	0.147	0.104	0.000
b_cell	EBF1	GCLC	0.342	0.200	0.142	0.000
b_cell	EBF1	GCLM	0.263	0.150	0.113	0.000
b_cell	EBF1	GSS	0.257	0.105	0.152	0.000
b_cell	EBF1	LDLRAP1	0.257	0.137	0.119	0.000
b_cell	EBF1	MBNL1	0.345	0.232	0.113	0.000
b_cell	EBF1	MEF2C	0.286	0.150	0.136	0.000
b_cell	EBF1	MMGT1	0.249	0.135	0.114	0.000
b_cell	EBF1	NMNAT1	0.337	0.199	0.138	0.000
b_cell	EBF1	PAX5	0.635	0.463	0.172	0.000
b_cell	EBF1	PIK3CD	0.325	0.065	0.259	0.000
b_cell	EBF1	SLC20A1	0.339	0.231	0.108	0.000
b_cell	EBF1	SYK	0.397	0.161	0.235	0.000
b_cell	EBF1	TMEM189	0.272	0.147	0.125	0.000
b_cell	EBF1	TPK1	0.373	0.140	0.233	0.000
b_cell	EBF1	UMPS	0.263	0.133	0.129	0.000
b_cell	EBF1	WAS	0.310	0.086	0.224	0.000
b_cell	EBF1	WDR20	0.250	0.116	0.134	0.000
b_cell	GAPVD1	ITSN2	0.288	0.174	0.114	0.000
b_cell	GCLC	MEF2C	0.293	0.184	0.109	0.000
b_cell	GCLC	PAX5	0.307	0.143	0.164	0.000
b_cell	GCLC	SLC25A19	0.280	0.158	0.122	0.000
b_cell	HMGCL	SUCLA2	0.279	0.141	0.138	0.000
b_cell	ITSN2	PIK3CD	0.252	0.135	0.117	0.000
b_cell	ITSN2	WAS	0.371	0.230	0.140	0.000
b_cell	LDLRAP1	PIK3CD	0.256	0.131	0.124	0.000
b_cell	MEF2C	MYB	0.282	0.152	0.130	0.000
b_cell	MEF2C	PAX5	0.272	0.087	0.185	0.000
b_cell	NMNAT1	PAX5	0.265	0.129	0.136	0.000
b_cell	PAX5	PIK3CD	0.291	0.079	0.212	0.000
b_cell	PAX5	PPCS	0.300	0.189	0.111	0.000
b_cell	PAX5	SYK	0.398	0.218	0.180	0.000
b_cell	PAX5	TPK1	0.292	0.111	0.181	0.000
b_cell	PAX5	WAS	0.267	0.117	0.150	0.000
b_cell	PIK3CD	SH3GL1	0.259	0.132	0.128	0.000
b_cell	PIK3CD	SYK	0.282	0.072	0.210	0.000
b_cell	SH3GL1	WAS	0.281	0.169	0.112	0.000
b_cell	TPK1	WAS	0.249	0.105	0.144	0.000
blood	ABL1	BCR	0.602	0.091	0.512	0.000
blood	ABL1	GAB2	0.313	-0.017	0.330	0.000
blood	ABL1	GATA1	0.269	-0.012	0.280	0.000
blood	ABL1	LMO2	0.281	-0.013	0.293	0.000
blood	ABL1	QRFP	0.315	0.144	0.172	0.000
blood	ABL1	SOS1	0.295	-0.051	0.347	0.000
blood	ABL1	STAT5B	0.405	-0.006	0.412	0.000
blood	ABL1	ZFPM1	0.349	0.102	0.247	0.000
blood	ACSL4	ADIPOR2	0.380	0.279	0.101	0.000
blood	ACSL4	ALAD	0.290	0.178	0.112	0.000
blood	ACSL4	ALAS1	0.253	0.136	0.117	0.000
blood	ACSL4	GCLC	0.295	0.182	0.113	0.000
blood	ACSL4	SIK3	0.282	0.153	0.129	0.000
blood	ACSL4	TMEM189	0.370	0.219	0.150	0.000
blood	ADIPOR2	ALAS1	0.272	0.170	0.102	0.000
blood	ADIPOR2	GCLC	0.322	0.213	0.109	0.000
blood	ADSL	MYB	0.251	0.070	0.181	0.000
blood	ADSS2	CBFB	0.275	0.159	0.116	0.000
blood	ADSS2	MYB	0.254	0.100	0.154	0.000
blood	AGFG1	TBCK	0.273	0.148	0.125	0.000
blood	AGFG1	TMEM189	0.292	0.159	0.133	0.000
blood	AGPS	ALAD	0.248	0.145	0.103	0.000
blood	AGPS	BCL2	0.267	0.161	0.106	0.000
blood	AGPS	CBFB	0.320	0.173	0.147	0.000
blood	AGPS	GCLC	0.367	0.265	0.102	0.000
blood	AGPS	GSS	0.322	0.181	0.141	0.000
blood	AGPS	IKZF1	0.272	0.164	0.107	0.000
blood	AGPS	MBNL1	0.254	0.151	0.103	0.000
blood	AGPS	MYB	0.336	0.137	0.199	0.000
blood	AGPS	PPCDC	0.290	0.184	0.105	0.000
blood	AGPS	PPCS	0.280	0.160	0.120	0.000
blood	AK2	DHODH	0.278	0.169	0.110	0.000
blood	AK2	GCLC	0.364	0.253	0.110	0.000
blood	AK2	SDHB	0.277	0.168	0.109	0.000
blood	AK2	UMPS	0.261	0.149	0.112	0.000
blood	ALAD	BRD9	0.269	0.157	0.112	0.000
blood	ALAD	CTPS1	0.383	0.277	0.107	0.000
blood	ALAD	DENND4A	0.259	0.138	0.121	0.000
blood	ALAD	FLT3	0.253	0.022	0.230	0.000
blood	ALAD	GCLC	0.460	0.344	0.116	0.000
blood	ALAD	GSS	0.376	0.226	0.150	0.000
blood	ALAD	IDH3A	0.161	0.262	-0.101	0.000
blood	ALAD	IKZF1	0.313	0.179	0.134	0.000
blood	ALAD	IRF8	0.264	0.106	0.158	0.000
blood	ALAD	LIPT1	0.426	0.317	0.110	0.000
blood	ALAD	LIPT2	0.274	0.172	0.102	0.000
blood	ALAD	MBNL1	0.330	0.221	0.109	0.000
blood	ALAD	MDH2	0.295	0.194	0.101	0.000
blood	ALAD	MED13L	0.249	0.049	0.201	0.000
blood	ALAD	MED23	0.257	0.151	0.106	0.000
blood	ALAD	MED24	0.248	0.148	0.100	0.000
blood	ALAD	MEF2C	0.253	0.152	0.100	0.000
blood	ALAD	MICU1	0.308	0.167	0.142	0.000
blood	ALAD	MYB	0.296	0.069	0.226	0.000
blood	ALAD	PDXK	0.298	0.191	0.107	0.000
blood	ALAD	SIK3	0.279	0.134	0.145	0.000
blood	ALAD	TMEM189	0.294	0.176	0.118	0.000
blood	ALAS1	BCL2	0.255	0.147	0.107	0.000
blood	ALAS1	CTPS1	0.303	0.184	0.119	0.000
blood	ALAS1	DARS2	0.277	0.172	0.105	0.000
blood	ALAS1	DOCK2	0.299	0.195	0.104	0.000
blood	ALAS1	GCLC	0.410	0.303	0.107	0.000
blood	ALAS1	GSS	0.363	0.230	0.133	0.000
blood	ALAS1	IKZF1	0.351	0.249	0.102	0.000
blood	ALAS1	MYB	0.291	0.091	0.200	0.000
blood	ALAS1	TMEM189	0.353	0.248	0.105	0.000
blood	ALAS1	TPK1	0.366	0.265	0.101	0.000
blood	ARHGAP45	CBFB	0.391	0.269	0.122	0.000
blood	ARHGAP45	CCND3	0.283	0.152	0.131	0.000
blood	ARHGAP45	IRF8	0.250	0.127	0.123	0.000
blood	ARHGAP45	MED13L	0.263	0.146	0.117	0.000
blood	ARHGAP45	MYB	0.391	0.196	0.196	0.000
blood	ARHGAP45	PDK3	0.268	0.141	0.127	0.000
blood	ARHGAP45	PPCS	0.258	0.156	0.102	0.000
blood	ARHGAP45	SLFN12L	0.251	0.150	0.101	0.000
blood	ARHGAP45	TMEM189	0.264	0.147	0.117	0.000
blood	ASZ1	STAT5B	0.159	0.271	-0.112	0.000
blood	ATP1B3	CBFB	0.371	0.249	0.122	0.000
blood	ATP1B3	CCND3	0.299	0.151	0.148	0.000
blood	ATP1B3	MED13L	0.298	0.192	0.107	0.000
blood	ATP1B3	MED24	0.256	0.147	0.109	0.000
blood	ATP1B3	MYB	0.400	0.208	0.192	0.000
blood	ATP1B3	RUNX1	0.256	0.093	0.163	0.000
blood	ATP6V0A2	MYB	0.267	0.104	0.163	0.000
blood	ATP6V0A2	PAX5	0.262	0.097	0.165	0.000
blood	ATP6V0A2	PIK3CD	0.286	0.138	0.148	0.000
blood	BCL2	CBFB	0.319	0.165	0.154	0.000
blood	BCL2	EBF1	0.272	0.172	0.100	0.000
blood	BCL2	GCLC	0.274	0.102	0.173	0.000
blood	BCL2	IKZF1	0.259	0.150	0.109	0.000
blood	BCL2	MED13L	0.274	0.143	0.131	0.000
blood	BCL2	MED24	0.287	0.179	0.108	0.000
blood	BCL2	MYB	0.254	0.014	0.240	0.000
blood	BCL2	NAMPT	0.258	0.159	0.100	0.000
blood	BCL2	SIK3	0.274	0.170	0.104	0.000
blood	BCL2	UROS	0.265	0.154	0.111	0.000
blood	BCR	GAB2	0.365	-0.024	0.389	0.000
blood	BCR	GATA1	0.293	-0.036	0.329	0.000
blood	BCR	LDB1	0.293	0.043	0.250	0.000
blood	BCR	LMO2	0.375	0.024	0.351	0.000
blood	BCR	MYB	0.313	0.068	0.245	0.000
blood	BCR	QRFP	0.325	0.114	0.211	0.000
blood	BCR	SOS1	0.373	-0.001	0.374	0.000
blood	BCR	STAT5B	0.487	0.058	0.429	0.000
blood	BCR	TMEM189	0.283	0.122	0.161	0.000
blood	BCR	ZFPM1	0.312	0.032	0.280	0.000
blood	BCS1L	GCLC	0.280	0.167	0.113	0.000
blood	BCS1L	GSS	0.289	0.184	0.105	0.000
blood	BLOC1S2	MARCHF9	0.262	0.162	0.100	0.001
blood	BMI1	RUNX1	0.252	0.096	0.156	0.000
blood	BRD9	GCLC	0.256	0.139	0.117	0.000
blood	BRIP1	MED13L	0.279	0.168	0.111	0.000
blood	BRIP1	MEF2C	0.250	0.150	0.100	0.000
blood	BTBD10	RUNX2	0.251	0.149	0.102	0.001
blood	C2orf76	STK17B	0.343	0.240	0.104	0.001
blood	CAB39	CBFB	0.262	0.145	0.117	0.000
blood	CAB39	MYB	0.273	0.106	0.166	0.000
blood	CAB39	PPCS	0.264	0.164	0.100	0.000
blood	CACNG3	P2RY12	0.405	0.306	0.100	0.000
blood	CAD	TMEM189	0.250	0.150	0.101	0.000
blood	CARS2	GCLC	0.285	0.164	0.121	0.000
blood	CARS2	GSS	0.266	0.140	0.126	0.000
blood	CARS2	PPCDC	0.287	0.182	0.105	0.000
blood	CBFB	CCND3	0.268	0.085	0.182	0.000
blood	CBFB	CDAN1	0.270	0.167	0.103	0.000
blood	CBFB	CFL1	0.263	0.121	0.142	0.000
blood	CBFB	CITED2	0.301	0.186	0.115	0.000
blood	CBFB	CMIP	0.279	0.141	0.137	0.000
blood	CBFB	COA5	0.303	0.178	0.125	0.000
blood	CBFB	DHODH	0.294	0.132	0.163	0.000
blood	CBFB	FPGS	0.268	0.152	0.116	0.000
blood	CBFB	GCLC	0.382	0.212	0.170	0.000
blood	CBFB	GFI1	0.263	0.078	0.185	0.000
blood	CBFB	GSS	0.357	0.222	0.135	0.000
blood	CBFB	IKZF1	0.349	0.240	0.108	0.000
blood	CBFB	IL36RN	0.258	0.153	0.105	0.000
blood	CBFB	LMO2	0.297	0.014	0.283	0.000
blood	CBFB	MBNL1	0.360	0.255	0.105	0.000
blood	CBFB	MED1	0.253	0.151	0.102	0.000
blood	CBFB	MED13L	0.329	0.179	0.150	0.000
blood	CBFB	MED24	0.285	0.136	0.149	0.000
blood	CBFB	MICU1	0.269	0.041	0.228	0.000
blood	CBFB	MYB	0.496	0.189	0.307	0.000
blood	CBFB	NAMPT	0.329	0.148	0.181	0.000
blood	CBFB	PPCDC	0.342	0.200	0.143	0.000
blood	CBFB	SIK3	0.303	0.177	0.125	0.000
blood	CBFB	SLC5A3	0.274	0.150	0.123	0.000
blood	CBFB	STK17B	0.294	0.192	0.102	0.000
blood	CBFB	TFRC	0.255	0.122	0.132	0.000
blood	CBFB	TMEM189	0.339	0.190	0.149	0.000
blood	CBFB	UMPS	0.320	0.178	0.143	0.000
blood	CBFB	ZEB2	0.251	0.037	0.214	0.000
blood	CBFB	ZMYND8	0.351	0.234	0.116	0.000
blood	CBFB	ZNF592	0.266	0.138	0.129	0.000
blood	CCND3	CDK6	0.347	0.244	0.103	0.000
blood	CCND3	MYB	0.402	0.192	0.210	0.000
blood	CCND3	RPS6KA1	0.255	0.153	0.102	0.000
blood	CD19	CD81	0.366	0.254	0.112	0.000
blood	CEBPA	DENND4A	0.253	0.085	0.168	0.000
blood	CEBPA	GFI1	0.272	-0.001	0.273	0.000
blood	CEBPA	IRF8	0.249	0.043	0.206	0.000
blood	CEBPA	MICU1	0.253	0.028	0.226	0.000
blood	CEBPA	MYB	0.282	0.040	0.243	0.000
blood	CFL1	GCLC	0.305	0.186	0.120	0.000
blood	CFL1	NAMPT	0.257	0.143	0.114	0.000
blood	CHP1	GPAT4	0.443	0.340	0.103	0.000
blood	CIBAR1	PHKB	0.250	0.146	0.104	0.000
blood	CITED2	MYB	0.339	0.178	0.160	0.000
blood	CITED2	STAT5B	0.291	0.067	0.224	0.000
